"longseq","regne","repliement","isoelec","poidsmol","hydro","genre"
457,"Viridiplantae","-0.1533232","6.5799999","48039.9883","-1.2264770","Prunus"
134,"Viridiplantae","-0.1271231","8.6999998","14163.4697","-1.1671642","Solanum"
134,"Viridiplantae","-0.1515175","9.6499996","14242.5801","-1.1977612","Solanum"
141,"Viridiplantae","-0.0456052","6.7399998","14241.5996","-0.9049645","Hordeum"
575,"Viridiplantae","-0.1350507","6.7199998","58514.8984","-1.1606957","Hordeum"
295,"Viridiplantae","-0.0557809","10.1899996","29156.4707","-0.8511864","Hordeum"
255,"Viridiplantae","-0.1594457","4.9299998","27729.5195","-1.0929412","Hordeum"
502,"Viridiplantae","0.0076284","8.5799999","47658.4805","-0.7494024","Hordeum"
247,"Viridiplantae","-0.0806675","8.6499996","24596.4609","-1.0280488","Hordeum"
155,"Viridiplantae","-0.1063243","8.7500000","15716.4004","-1.1032258","Hordeum"
143,"Viridiplantae","-0.0961290","8.7100000","14429.7998","-1.0685315","Hordeum"
130,"Viridiplantae","-0.2425530","9.9300003","13925.3398","-1.4400001","Vitis"
232,"Viridiplantae","-0.0039385","6.3099999","23465.0801","-0.7375000","Hordeum"
141,"Viridiplantae","-0.1132761","9.3500004","14290.6602","-1.1007092","Hordeum"
295,"Viridiplantae","-0.0554666","10.1899996","29179.5098","-0.8501695","Hordeum"
255,"Viridiplantae","-0.1652712","4.9299998","27673.4004","-1.1117647","Hordeum"
486,"Viridiplantae","0.0037716","9.3100004","46163.7188","-0.7483539","Hordeum"
575,"Viridiplantae","-0.1383677","6.6100001","58509.7812","-1.1601739","Hordeum"
205,"Viridiplantae","-0.0862356","8.6700001","20658.5391","-1.0434146","Hordeum"
155,"Viridiplantae","-0.1055248","8.7500000","15686.3799","-1.1006452","Hordeum"
139,"Viridiplantae","-0.1061348","9.3599997","14237.6699","-1.0769784","Hordeum"
167,"Viridiplantae","-0.1169006","8.6999998","16957.9492","-1.1389222","Zea"
385,"Fungi","-0.0593815","7.0900002","37217.0508","-0.9555844","Candida"
208,"Viridiplantae","-0.2914651","5.4099998","23625.2695","-1.5980769","Nicotiana"
168,"Viridiplantae","-0.1146407","9.3199997","17080.1191","-1.1125000","Zea"
335,"Viridiplantae","-0.0902816","7.4499998","36442.6797","-1.0722388","Arabidopsis"
295,"Viridiplantae","-0.2595948","5.1399999","33364.7188","-1.5427119","Arabidopsis"
120,"Viridiplantae","-0.0822593","10.2399998","13065.5098","-0.8308333","Arabidopsis"
266,"Viridiplantae","-0.1616158","8.0500002","29426.2305","-1.2906015","Arabidopsis"
225,"Viridiplantae","-0.1954306","9.3699999","24189.4707","-1.3688889","Arabidopsis"
169,"Viridiplantae","-0.1659059","7.4899998","18103.1504","-1.3165680","Arabidopsis"
191,"Viridiplantae","0.0565162","9.6999998","20581.1895","-0.4963351","Arabidopsis"
298,"Viridiplantae","-0.1160320","4.9899998","32563.1699","-1.0469799","Arabidopsis"
559,"Viridiplantae","0.0750462","5.6300001","58575.3203","-0.4858676","Arabidopsis"
158,"Viridiplantae","-0.0358695","9.9700003","16181.2803","-0.8145570","Arabidopsis"
337,"Viridiplantae","0.1181906","7.5400000","37823.7891","-0.3697329","Arabidopsis"
439,"Viridiplantae","-0.1065947","8.6999998","50091.0781","-1.0439636","Arabidopsis"
338,"Viridiplantae","0.1102367","8.1099997","37839.2812","-0.3668639","Arabidopsis"
341,"Viridiplantae","0.1868732","7.0000000","38270.7891","-0.1765396","Arabidopsis"
635,"Viridiplantae","-0.0863492","5.6700001","67204.7734","-0.9781102","Arabidopsis"
480,"Viridiplantae","0.0908897","8.5699997","52710.5000","-0.4597917","Arabidopsis"
71,"Viridiplantae","-0.2065123","4.9899998","7556.1499","-1.3112676","Arabidopsis"
280,"Bacteria","0.2569816","4.8899999","30148.6094","0.1192857","Marinomonas"
368,"Viridiplantae","0.0959987","4.7500000","41084.9102","-0.2945652","Oryza"
277,"Bacteria","0.3010229","10.3100004","28608.1309","0.2740072","Anaeromyxobacter"
151,"Viridiplantae","0.2145329","4.8600001","16548.2402","0.0198675","Oryza"
316,"Viridiplantae","0.0662486","4.6399999","34802.8984","-0.3822785","Oryza"
124,"Viridiplantae","-0.0431367","10.0600004","14420.0303","-0.7895161","Arabidopsis"
145,"Viridiplantae","0.1693000","5.7199998","15438.1797","-0.2110345","Oryza"
325,"Viridiplantae","0.0767903","4.4200001","36040.8086","-0.3135385","Arabidopsis"
195,"Bacteria","0.0048669","9.9200001","20147.4102","-0.6487179","Polaromonas"
97,"Viridiplantae","-0.1779726","10.1899996","10482.1602","-1.1556700","Arabidopsis"
344,"Viridiplantae","-0.0766323","6.4000001","36795.9883","-1.0093023","Oryza"
236,"Bacteria","-0.0577561","6.8299999","25769.8496","-0.9533898","Deinococcus"
136,"Bacteria","-0.2012146","4.1500001","14779.9199","-1.0742646","Pseudoalteromonas"
195,"Bacteria","-0.0055495","10.0900002","20059.3008","-0.6492308","Polaromonas"
185,"Bacteria","0.3018121","10.4499998","16326.6797","0.2821622","Burkholderia"
180,"Bacteria","0.3034843","10.4499998","15941.2598","0.2900000","Burkholderia"
153,"Bacteria","-0.0952695","4.2300000","16351.3896","-0.8137255","Actinobacillus"
183,"Bacteria","0.3087276","10.4499998","16138.4600","0.3054645","Burkholderia"
195,"Bacteria","0.0005809","9.8500004","19961.0898","-0.6625641","Polaromonas"
199,"Viridiplantae","-0.0291092","9.2900000","21126.0508","-0.8095477","Medicago"
331,"Viridiplantae","-0.1982756","9.1599998","37163.6914","-1.3821752","Arabidopsis"
364,"Viridiplantae","-0.1729949","4.0400000","38127.7500","-1.0109890","Arabidopsis"
400,"Viridiplantae","-0.0863191","8.8400002","41865.5117","-1.0432500","Oryza"
124,"Viridiplantae","-0.0285058","7.1500001","13055.2002","-0.8725806","Arabidopsis"
200,"Bacteria","-0.0161756","4.3400002","21078.3105","-0.6065000","Enterococcus"
277,"Viridiplantae","0.0673166","3.9400001","27925.3105","-0.2945848","Oryza"
342,"Viridiplantae","-0.2092216","9.2600002","38456.3008","-1.4093567","Arabidopsis"
471,"Viridiplantae","-0.0117119","6.4299998","47322.3203","-0.7908705","Oryza"
149,"Viridiplantae","-0.0761663","5.4000001","16047.0195","-0.9832215","Arabidopsis"
107,"Viridiplantae","0.1722386","4.1300001","11375.4902","0.0177570","Arabidopsis"
448,"Viridiplantae","-0.0997367","5.1500001","48499.0586","-1.0234375","Arabidopsis"
456,"Viridiplantae","-0.0614852","5.2399998","49844.4414","-0.9296053","Arabidopsis"
92,"Viridiplantae","-0.1513151","4.3400002","9713.9199","-1.0586957","Arabidopsis"
115,"Viridiplantae","0.3606068","6.6799998","13543.4404","0.4130435","Arabidopsis"
479,"Viridiplantae","-0.1552193","5.0000000","52090.9883","-1.1943634","Arabidopsis"
733,"Metazoa","-0.1630037","4.5799999","77051.1562","-1.1264666","Caenorhabditis"
91,"Viridiplantae","0.0565332","9.9300003","9828.3604","-0.4912088","Arabidopsis"
347,"Viridiplantae","0.1650588","7.6900001","38399.0703","-0.2097983","Arabidopsis"
124,"Viridiplantae","-0.1368108","7.6799998","12829.8701","-1.2225806","Triticum"
105,"Viridiplantae","0.0805173","9.9499998","11451.3096","-0.3971429","Gossypium"
151,"Viridiplantae","0.2118112","4.6100001","16424.9395","0.0324503","Gossypium"
151,"Viridiplantae","0.1947255","4.7600002","16241.6201","-0.0655629","Oryza"
180,"Viridiplantae","0.1070408","4.5300002","19753.8809","-0.2550000","Oryza"
151,"Viridiplantae","-0.0309787","6.1500001","16262.1396","-0.7735099","Arabidopsis"
408,"Viridiplantae","0.1713453","6.5900002","45175.8711","-0.2029412","Arabidopsis"
168,"Viridiplantae","-0.1419597","9.6300001","17163.2207","-1.1815476","Zea"
163,"Viridiplantae","-0.2932035","5.8200002","18257.5898","-1.6288344","Arabidopsis"
107,"Viridiplantae","-0.4503426","7.0300002","12051.7803","-2.2056074","Hordeum"
458,"Viridiplantae","-0.1368483","7.3299999","49406.1211","-1.2227074","Glycine"
98,"Viridiplantae","-0.3570514","6.7900000","10797.1699","-1.8683673","Arabidopsis"
140,"Fungi","-0.0862407","10.2100000","14942.0703","-0.8514286","Aspergillus"
111,"Viridiplantae","-0.1329863","8.7399998","11815.7500","-1.1810811","Craterostigma"
200,"Viridiplantae","-0.0979483","5.8200002","20516.9609","-1.0484999","Oryza"
92,"Viridiplantae","-0.4038248","6.8200002","10364.7402","-2.0152173","Oryza"
448,"Viridiplantae","-0.1038812","5.1500001","48541.1016","-1.0368304","Arabidopsis"
185,"Viridiplantae","-0.1985495","5.1199999","20789.0391","-1.2648649","Arabidopsis"
431,"Fungi","0.0967313","6.4600000","49538.1289","-0.4378190","Schizosaccharomyces"
684,"Fungi","0.0193118","9.7900000","75708.1797","-0.6377193","Schizosaccharomyces"
1236,"Fungi","-0.0824718","4.2300000","132565.4531","-0.7776699","Aspergillus"
262,"Viridiplantae","0.1322402","4.4499998","26747.4199","-0.1927481","Arabidopsis"
213,"Viridiplantae","0.2945018","10.2600002","23584.6094","0.3230047","Arabidopsis"
166,"Viridiplantae","0.2313409","4.3200002","17848.7109","0.1228916","Arabidopsis"
192,"Viridiplantae","0.0894888","4.5900002","19518.3594","-0.3734375","Arabidopsis"
385,"Viridiplantae","0.1671702","8.9300003","42534.4297","-0.1898701","Arabidopsis"
96,"Viridiplantae","-0.1529237","5.8600001","10396.7197","-1.2072917","Arabidopsis"
206,"Viridiplantae","0.0729377","10.5100002","22742.8496","-0.3407767","Arabidopsis"
109,"Viridiplantae","-0.1238741","7.1300001","11586.0801","-1.1807339","Arabidopsis"
347,"Viridiplantae","-0.1010560","5.1599998","37604.7305","-1.0046110","Arabidopsis"
87,"Viridiplantae","0.0556114","9.0400000","9298.7803","-0.5264368","Arabidopsis"
104,"Viridiplantae","0.1148780","9.9799995","10966.9004","-0.2538462","Arabidopsis"
256,"Viridiplantae","0.1062977","5.1199999","26782.5508","-0.3359375","Arabidopsis"
436,"Viridiplantae","-0.1392940","5.1300001","47166.2305","-1.1490825","Medicago"
1864,"Fungi","-0.1154619","3.9900000","197129.3125","-0.7427039","Pyrenophora"
277,"Bacteria","0.3060849","10.1700001","28589.0898","0.2787004","Anaeromyxobacter"
167,"Bacteria","0.3245264","9.9200001","17382.3496","0.3263473","Burkholderia"
163,"Bacteria","0.3472480","-9.0000000","-9.0000","-9.0000000","Burkholderia"
240,"Viridiplantae","-0.2888904","4.9400001","27073.3301","-1.4312500","Rhododendron"
278,"Viridiplantae","0.1164134","4.5900002","27713.3301","-0.2996403","Zea"
253,"Viridiplantae","0.1428163","4.6999998","25732.3301","-0.2422925","Glycine"
112,"Viridiplantae","-0.2161957","-9.0000000","-9.0000","-9.0000000","Vigna"
99,"Viridiplantae","-0.2217186","-9.0000000","-9.0000","-9.0000000","Vigna"
186,"Viridiplantae","-0.1243098","7.5900002","18466.5801","-1.1822581","Arabidopsis"
185,"Viridiplantae","-0.1258380","8.6300001","18337.4492","-1.1697297","Arabidopsis"
228,"Viridiplantae","-0.0323258","6.7500000","23239.7207","-0.8565789","Oryza"
202,"Viridiplantae","-0.1500922","9.1099997","21305.1406","-1.2333333","Prunus"
262,"Viridiplantae","-0.2571496","-9.0000000","-9.0000","-9.0000000","Cichorium"
261,"Viridiplantae","-0.0589816","-9.0000000","-9.0000","-9.0000000","Cichorium"
